"annee","departement","profession_sante","effectif","densite","nb_total","nb_hop","nb_prives","nb_ambu","nb_had","nb_msp"
2010,"03","ensemble des medecins",1160,169,602,25,7,31,0,21
2010,"03","ensemble des medecins generalistes",658,96,602,25,7,31,0,21
2010,"03","ensemble des medecins specialistes hors generalistes",502,73,602,25,7,31,0,21
2010,"03","gynecologues medicaux et obstetriciens",52,17.2,602,25,7,31,0,21
2010,"03","hepato gastro enterologues",20,2.9,602,25,7,31,0,21
2010,"03","infirmiers",740,108,602,25,7,31,0,21
2010,"03","masseurs kinesitherapeutes",552,82,602,25,7,31,0,21
2010,"03","medecins generalistes a expertise particuliere mep",136,19.8,602,25,7,31,0,21
2010,"03","medecins generalistes hors medecins a expertise particuliere mep",522,76,602,25,7,31,0,21
2010,"03","medecins nucleaires",2,0.29,602,25,7,31,0,21
2010,"03","medecins pathologistes",6,0.88,602,25,7,31,0,21
2010,"03","nephrologues",2,0.29,602,25,7,31,0,21
2010,"03","neurologues",8,1.17,602,25,7,31,0,21
2010,"03","ophtalmologues",52,7.6,602,25,7,31,0,21
2010,"03","orthophonistes",68,10,602,25,7,31,0,21
2010,"03","orthoptistes",20,3.2,602,25,7,31,0,21
2010,"03","oto rhino laryngologistes",24,3.5,602,25,7,31,0,21
2010,"03","pediatres",12,11.1,602,25,7,31,0,21
2010,"03","pedicures podologues",86,13,602,25,7,31,0,21
2010,"03","pneumologues",12,1.8,602,25,7,31,0,21
2010,"03","psychiatres",34,5,602,25,7,31,0,21
2010,"03","radiologues",54,7.9,602,25,7,31,0,21
2010,"03","radiotherapeutes",12,1.75,602,25,7,31,0,21
2010,"03","rhumatologues",24,3.5,602,25,7,31,0,21
2010,"03","sages femmes",16,12.1,602,25,7,31,0,21
2010,"03","stomatologues",2,0.29,602,25,7,31,0,21
2010,"04","anesthesistes reanimateurs",10,3.1,352,21,3,26,0,20
2010,"04","autres medecins",12,3.7,352,21,3,26,0,20
2010,"04","cardiologues",20,6.2,352,21,3,26,0,20
2010,"04","chirurgiens",20,6.2,352,21,3,26,0,20
2010,"04","chirurgiens dentistes hors specialistes d orthopedie dento faciale odf",168,52,352,21,3,26,0,20
2010,"04","chirurgiens dentistes specialistes d orthopedie dento faciale odf",10,3.1,352,21,3,26,0,20
2010,"04","dermatologues",12,3.7,352,21,3,26,0,20
2010,"04","endocrinologues",6,1.86,352,21,3,26,0,20
2010,"04","ensemble des auxiliaires medicaux",1049,329,352,21,3,26,0,20
2010,"04","ensemble des chirurgiens dentistes",178,55,352,21,3,26,0,20
2010,"04","ensemble des medecins",616,191,352,21,3,26,0,20
2010,"04","ensemble des medecins generalistes",384,119,352,21,3,26,0,20
2010,"04","ensemble des medecins specialistes hors generalistes",232,72,352,21,3,26,0,20
2010,"04","gynecologues medicaux et obstetriciens",20,14.3,352,21,3,26,0,20
2010,"04","hepato gastro enterologues",10,3.1,352,21,3,26,0,20
2010,"04","infirmiers",553,172,352,21,3,26,0,20
2010,"04","masseurs kinesitherapeutes",373,118,352,21,3,26,0,20
2010,"04","medecins generalistes a expertise particuliere mep",70,21.7,352,21,3,26,0,20
2010,"04","medecins generalistes hors medecins a expertise particuliere mep",314,98,352,21,3,26,0,20
2010,"04","medecins pathologistes",4,1.24,352,21,3,26,0,20
2010,"04","nephrologues",6,1.86,352,21,3,26,0,20
2010,"04","neurologues",4,1.24,352,21,3,26,0,20
2010,"04","ophtalmologues",26,8.1,352,21,3,26,0,20
2010,"04","orthophonistes",72,22,352,21,3,26,0,20
2010,"04","orthoptistes",6,1.9,352,21,3,26,0,20
2010,"04","oto rhino laryngologistes",14,4.3,352,21,3,26,0,20
2010,"04","pediatres",12,22.1,352,21,3,26,0,20
2010,"04","pedicures podologues",45,14,352,21,3,26,0,20
2010,"04","pneumologues",2,0.6,352,21,3,26,0,20
2010,"04","psychiatres",16,5,352,21,3,26,0,20
2010,"04","radiologues",26,8.1,352,21,3,26,0,20
2010,"04","rhumatologues",10,3.1,352,21,3,26,0,20
2010,"04","sages femmes",10,15.4,352,21,3,26,0,20
2010,"04","stomatologues",2,0.62,352,21,3,26,0,20
2010,"05","anesthesistes reanimateurs",14,5.1,325,18,5,19,0,14
2010,"05","autres medecins",10,3.6,325,18,5,19,0,14
2010,"05","cardiologues",16,5.8,325,18,5,19,0,14
2010,"05","chirurgiens",30,10.8,325,18,5,19,0,14
2010,"05","chirurgiens dentistes hors specialistes d orthopedie dento faciale odf",164,59,325,18,5,19,0,14
2010,"05","chirurgiens dentistes specialistes d orthopedie dento faciale odf",16,5.8,325,18,5,19,0,14
2010,"05","dermatologues",12,4.3,325,18,5,19,0,14
2010,"05","endocrinologues",6,2.16,325,18,5,19,0,14
2010,"05","ensemble des auxiliaires medicaux",1029,376,325,18,5,19,0,14
2010,"05","ensemble des chirurgiens dentistes",180,65,325,18,5,19,0,14
2010,"05","ensemble des medecins",556,201,325,18,5,19,0,14
2010,"05","ensemble des medecins generalistes",346,125,325,18,5,19,0,14
2010,"05","ensemble des medecins specialistes hors generalistes",210,76,325,18,5,19,0,14
2010,"05","gynecologues medicaux et obstetriciens",8,6.8,325,18,5,19,0,14
2010,"05","hepato gastro enterologues",12,4.3,325,18,5,19,0,14
2010,"05","infirmiers",453,164,325,18,5,19,0,14
2010,"05","masseurs kinesitherapeutes",428,158,325,18,5,19,0,14
2010,"05","medecins generalistes a expertise particuliere mep",24,8.7,325,18,5,19,0,14
2010,"05","medecins generalistes hors medecins a expertise particuliere mep",322,116,325,18,5,19,0,14
2010,"05","medecins pathologistes",4,1.44,325,18,5,19,0,14
2010,"05","neurologues",8,2.89,325,18,5,19,0,14
2010,"05","ophtalmologues",16,5.8,325,18,5,19,0,14
2010,"05","orthophonistes",89,32,325,18,5,19,0,14
2010,"05","orthoptistes",8,2.9,325,18,5,19,0,14
2010,"05","oto rhino laryngologistes",16,5.8,325,18,5,19,0,14
2010,"05","pediatres",8,16.5,325,18,5,19,0,14
2010,"05","pedicures podologues",51,19,325,18,5,19,0,14
2010,"05","pneumologues",6,2.2,325,18,5,19,0,14
2010,"05","psychiatres",10,3.6,325,18,5,19,0,14
2010,"05","radiologues",22,7.9,325,18,5,19,0,14
2010,"05","radiotherapeutes",2,0.72,325,18,5,19,0,14
2010,"05","rhumatologues",8,2.9,325,18,5,19,0,14
2010,"05","sages femmes",14,24.7,325,18,5,19,0,14
2010,"05","stomatologues",2,0.72,325,18,5,19,0,14
2010,"06","anesthesistes reanimateurs",200,9.2,1857,51,21,79,2,23
2010,"06","autres medecins",88,4.1,1857,51,21,79,2,23
2010,"06","cardiologues",288,13.3,1857,51,21,79,2,23
2010,"06","chirurgiens",390,18,1857,51,21,79,2,23
2010,"06","chirurgiens dentistes hors specialistes d orthopedie dento faciale odf",2119,98,1857,51,21,79,2,23
2010,"06","chirurgiens dentistes specialistes d orthopedie dento faciale odf",128,5.9,1857,51,21,79,2,23
2010,"06","dermatologues",216,10,1857,51,21,79,2,23
2010,"06","endocrinologues",84,3.88,1857,51,21,79,2,23
2010,"06","ensemble des auxiliaires medicaux",7999,372,1857,51,21,79,2,23
2010,"06","ensemble des chirurgiens dentistes",2247,104,1857,51,21,79,2,23
2010,"06","ensemble des medecins",6012,278,1857,51,21,79,2,23
2010,"06","ensemble des medecins generalistes",2740,127,1857,51,21,79,2,23
2010,"06","ensemble des medecins specialistes hors generalistes",3272,151,1857,51,21,79,2,23
2010,"06","gynecologues medicaux et obstetriciens",280,28.9,1857,51,21,79,2,23
2010,"06","hepato gastro enterologues",120,5.5,1857,51,21,79,2,23
2010,"06","infirmiers",3924,181,1857,51,21,79,2,23
2010,"06","masseurs kinesitherapeutes",2790,130,1857,51,21,79,2,23
2010,"06","medecins generalistes a expertise particuliere mep",322,14.9,1857,51,21,79,2,23
2010,"06","medecins generalistes hors medecins a expertise particuliere mep",2418,112,1857,51,21,79,2,23
2010,"06","medecins nucleaires",10,0.46,1857,51,21,79,2,23
2010,"06","medecins pathologistes",40,1.85,1857,51,21,79,2,23
2010,"06","nephrologues",20,0.92,1857,51,21,79,2,23
2010,"06","neurologues",50,2.31,1857,51,21,79,2,23
2010,"06","ophtalmologues",268,12.4,1857,51,21,79,2,23
2010,"06","orthophonistes",777,37,1857,51,21,79,2,23
2010,"06","orthoptistes",91,4.3,1857,51,21,79,2,23
2010,"06","oto rhino laryngologistes",130,6,1857,51,21,79,2,23
2010,"06","pediatres",156,45.1,1857,51,21,79,2,23
2010,"06","pedicures podologues",417,20,1857,51,21,79,2,23
2010,"06","pneumologues",74,3.4,1857,51,21,79,2,23
2010,"06","psychiatres",408,18.9,1857,51,21,79,2,23
2010,"06","radiologues",298,13.8,1857,51,21,79,2,23
2010,"06","radiotherapeutes",12,0.55,1857,51,21,79,2,23
2010,"06","rhumatologues",102,4.7,1857,51,21,79,2,23
2010,"06","sages femmes",96,20.3,1857,51,21,79,2,23
2010,"06","stomatologues",38,1.76,1857,51,21,79,2,23
2010,"07","anesthesistes reanimateurs",44,6.9,571,31,5,43,0,26
2010,"07","autres medecins",6,0.9,571,31,5,43,0,26
2010,"07","cardiologues",34,5.4,571,31,5,43,0,26
2010,"07","chirurgiens",70,11,571,31,5,43,0,26
2010,"07","chirurgiens dentistes hors specialistes d orthopedie dento faciale odf",308,49,571,31,5,43,0,26
2010,"07","chirurgiens dentistes specialistes d orthopedie dento faciale odf",10,1.6,571,31,5,43,0,26
2010,"07","dermatologues",22,3.5,571,31,5,43,0,26
2010,"07","ensemble des auxiliaires medicaux",1438,228,571,31,5,43,0,26
2010,"07","ensemble des chirurgiens dentistes",318,50,571,31,5,43,0,26
2010,"07","ensemble des medecins",964,152,571,31,5,43,0,26
2010,"07","ensemble des medecins generalistes",582,92,571,31,5,43,0,26
2010,"07","ensemble des medecins specialistes hors generalistes",382,60,571,31,5,43,0,26
2010,"07","gynecologues medicaux et obstetriciens",40,14.8,571,31,5,43,0,26
2010,"07","hepato gastro enterologues",8,1.3,571,31,5,43,0,26
2010,"07","infirmiers",764,120,571,31,5,43,0,26
2010,"07","masseurs kinesitherapeutes",462,74,571,31,5,43,0,26
2010,"07","medecins generalistes a expertise particuliere mep",88,13.9,571,31,5,43,0,26
2010,"07","medecins generalistes hors medecins a expertise particuliere mep",494,78,571,31,5,43,0,26
2010,"07","neurologues",4,0.63,571,31,5,43,0,26
2010,"07","ophtalmologues",22,3.5,571,31,5,43,0,26
2010,"07","orthophonistes",127,20,571,31,5,43,0,26
2010,"07","orthoptistes",15,2.5,571,31,5,43,0,26
2010,"07","oto rhino laryngologistes",18,2.8,571,31,5,43,0,26
2010,"07","pediatres",22,19.6,571,31,5,43,0,26
2010,"07","pedicures podologues",70,11,571,31,5,43,0,26
2010,"07","pneumologues",14,2.2,571,31,5,43,0,26
2010,"07","psychiatres",20,3.2,571,31,5,43,0,26
2010,"07","radiologues",34,5.4,571,31,5,43,0,26
2010,"07","rhumatologues",18,2.8,571,31,5,43,0,26
2010,"07","sages femmes",38,29.9,571,31,5,43,0,26
2010,"07","stomatologues",6,0.95,571,31,5,43,0,26
2010,"08","anesthesistes reanimateurs",14,2.5,479,24,3,35,0,27
2010,"08","autres medecins",2,0.4,479,24,3,35,0,27
2010,"08","cardiologues",26,4.6,479,24,3,35,0,27
2010,"08","chirurgiens",36,6.4,479,24,3,35,0,27
2010,"08","chirurgiens dentistes hors specialistes d orthopedie dento faciale odf",228,40,479,24,3,35,0,27
2010,"08","chirurgiens dentistes specialistes d orthopedie dento faciale odf",12,2.1,479,24,3,35,0,27
2010,"08","dermatologues",12,2.1,479,24,3,35,0,27
2010,"08","endocrinologues",2,0.35,479,24,3,35,0,27
2010,"08","ensemble des auxiliaires medicaux",1114,201,479,24,3,35,0,27
2010,"08","ensemble des chirurgiens dentistes",240,42,479,24,3,35,0,27
2010,"08","ensemble des medecins",810,143,479,24,3,35,0,27
2010,"08","ensemble des medecins generalistes",536,95,479,24,3,35,0,27
2010,"08","ensemble des medecins specialistes hors generalistes",274,48,479,24,3,35,0,27
2010,"08","gynecologues medicaux et obstetriciens",28,11.8,479,24,3,35,0,27
2010,"08","hepato gastro enterologues",18,3.2,479,24,3,35,0,27
2010,"08","infirmiers",544,96,479,24,3,35,0,27
2010,"08","masseurs kinesitherapeutes",393,72,479,24,3,35,0,27
2010,"08","medecins generalistes a expertise particuliere mep",24,4.2,479,24,3,35,0,27
2010,"08","medecins generalistes hors medecins a expertise particuliere mep",512,90,479,24,3,35,0,27
2010,"08","medecins nucleaires",4,0.71,479,24,3,35,0,27
2010,"08","medecins pathologistes",2,0.35,479,24,3,35,0,27
2010,"08","nephrologues",2,0.35,479,24,3,35,0,27
2010,"08","neurologues",2,0.35,479,24,3,35,0,27
2010,"08","ophtalmologues",26,4.6,479,24,3,35,0,27
2010,"08","orthophonistes",110,20,479,24,3,35,0,27
2010,"08","orthoptistes",8,1.4,479,24,3,35,0,27
2010,"08","oto rhino laryngologistes",12,2.1,479,24,3,35,0,27
2010,"08","pediatres",14,13,479,24,3,35,0,27
2010,"08","pedicures podologues",59,11,479,24,3,35,0,27
2010,"08","pneumologues",6,1.1,479,24,3,35,0,27
2010,"08","psychiatres",18,3.2,479,24,3,35,0,27
2010,"08","radiologues",32,5.7,479,24,3,35,0,27
2010,"08","radiotherapeutes",4,0.71,479,24,3,35,0,27
2010,"08","rhumatologues",10,1.8,479,24,3,35,0,27
2010,"08","sages femmes",14,11.6,479,24,3,35,0,27
2010,"08","stomatologues",4,0.71,479,24,3,35,0,27
2010,"09","autres medecins",4,1.3,314,10,2,26,0,20
2010,"09","cardiologues",10,3.3,314,10,2,26,0,20
2010,"09","chirurgiens",22,7.2,314,10,2,26,0,20
2010,"09","chirurgiens dentistes hors specialistes d orthopedie dento faciale odf",176,58,314,10,2,26,0,20
2010,"09","chirurgiens dentistes specialistes d orthopedie dento faciale odf",4,1.3,314,10,2,26,0,20
2010,"09","dermatologues",8,2.6,314,10,2,26,0,20
2010,"09","endocrinologues",4,1.31,314,10,2,26,0,20
2010,"09","ensemble des auxiliaires medicaux",974,320,314,10,2,26,0,20
2010,"09","ensemble des chirurgiens dentistes",180,59,314,10,2,26,0,20
2010,"09","ensemble des medecins",488,160,314,10,2,26,0,20
2010,"09","ensemble des medecins generalistes",334,110,314,10,2,26,0,20
2010,"09","ensemble des medecins specialistes hors generalistes",154,51,314,10,2,26,0,20
2010,"09","gynecologues medicaux et obstetriciens",16,12.2,314,10,2,26,0,20
2010,"09","hepato gastro enterologues",6,2,314,10,2,26,0,20
2010,"09","infirmiers",581,191,314,10,2,26,0,20
2010,"09","masseurs kinesitherapeutes",259,85,314,10,2,26,0,20
2010,"09","medecins generalistes a expertise particuliere mep",32,10.5,314,10,2,26,0,20
2010,"09","medecins generalistes hors medecins a expertise particuliere mep",302,99,314,10,2,26,0,20
2010,"09","neurologues",2,0.66,314,10,2,26,0,20
2010,"09","ophtalmologues",12,3.9,314,10,2,26,0,20
2010,"09","orthophonistes",82,27,314,10,2,26,0,20
2010,"09","orthoptistes",14,4.6,314,10,2,26,0,20
2010,"09","oto rhino laryngologistes",6,2,314,10,2,26,0,20
2010,"09","pediatres",4,8,314,10,2,26,0,20
2010,"09","pedicures podologues",38,12,314,10,2,26,0,20
2010,"09","pneumologues",14,4.6,314,10,2,26,0,20
2010,"09","psychiatres",10,3.3,314,10,2,26,0,20
2010,"09","radiologues",24,7.9,314,10,2,26,0,20
2010,"09","rhumatologues",8,2.6,314,10,2,26,0,20
2010,"09","sages femmes",12,20.1,314,10,2,26,0,20
2010,"09","stomatologues",4,1.31,314,10,2,26,0,20
2010,"10","anesthesistes reanimateurs",30,4.9,549,23,7,37,0,29
2010,"10","autres medecins",6,1,549,23,7,37,0,29
2010,"10","cardiologues",28,4.6,549,23,7,37,0,29
2010,"10","chirurgiens",60,9.9,549,23,7,37,0,29
2010,"10","chirurgiens dentistes hors specialistes d orthopedie dento faciale odf",266,44,549,23,7,37,0,29
2010,"10","chirurgiens dentistes specialistes d orthopedie dento faciale odf",16,2.6,549,23,7,37,0,29
2010,"10","dermatologues",20,3.3,549,23,7,37,0,29
2010,"10","endocrinologues",6,0.99,549,23,7,37,0,29
2010,"10","ensemble des auxiliaires medicaux",923,153,549,23,7,37,0,29
2010,"10","ensemble des chirurgiens dentistes",282,46,549,23,7,37,0,29
2010,"10","ensemble des medecins",856,141,549,23,7,37,0,29
2010,"10","ensemble des medecins generalistes",472,78,549,23,7,37,0,29
2010,"10","ensemble des medecins specialistes hors generalistes",384,63,549,23,7,37,0,29
2010,"10","gynecologues medicaux et obstetriciens",46,17.9,549,23,7,37,0,29
2010,"10","hepato gastro enterologues",24,3.9,549,23,7,37,0,29
2010,"10","infirmiers",380,63,549,23,7,37,0,29
2010,"10","masseurs kinesitherapeutes",336,56,549,23,7,37,0,29
2010,"10","medecins generalistes a expertise particuliere mep",32,5.3,549,23,7,37,0,29
2010,"10","medecins generalistes hors medecins a expertise particuliere mep",440,72,549,23,7,37,0,29
2010,"10","medecins nucleaires",4,0.66,549,23,7,37,0,29
2010,"10","medecins pathologistes",6,0.99,549,23,7,37,0,29
2010,"10","neurologues",6,0.99,549,23,7,37,0,29
2010,"10","ophtalmologues",32,5.3,549,23,7,37,0,29
2010,"10","orthophonistes",101,17,549,23,7,37,0,29
2010,"10","orthoptistes",8,1.3,549,23,7,37,0,29
2010,"10","oto rhino laryngologistes",16,2.6,549,23,7,37,0,29
2010,"10","pediatres",12,10.8,549,23,7,37,0,29
2010,"10","pedicures podologues",98,16,549,23,7,37,0,29
2010,"10","pneumologues",6,1,549,23,7,37,0,29
2010,"10","psychiatres",20,3.3,549,23,7,37,0,29
2010,"10","radiologues",38,6.3,549,23,7,37,0,29
2010,"10","radiotherapeutes",4,0.66,549,23,7,37,0,29
2010,"10","rhumatologues",12,2,549,23,7,37,0,29
2010,"10","sages femmes",22,17,549,23,7,37,0,29
2010,"10","stomatologues",8,1.32,549,23,7,37,0,29
2010,"11","anesthesistes reanimateurs",30,4.2,650,33,7,43,2,28
2010,"11","autres medecins",12,1.7,650,33,7,43,2,28
2010,"11","cardiologues",50,6.9,650,33,7,43,2,28
2010,"11","chirurgiens",60,8.3,650,33,7,43,2,28
2010,"11","chirurgiens dentistes hors specialistes d orthopedie dento faciale odf",394,55,650,33,7,43,2,28
2010,"11","chirurgiens dentistes specialistes d orthopedie dento faciale odf",20,2.8,650,33,7,43,2,28
2010,"11","dermatologues",32,4.4,650,33,7,43,2,28
2010,"11","endocrinologues",8,1.11,650,33,7,43,2,28
2010,"11","ensemble des auxiliaires medicaux",2228,311,650,33,7,43,2,28
2010,"11","ensemble des chirurgiens dentistes",414,58,650,33,7,43,2,28
2010,"11","ensemble des medecins",1304,181,650,33,7,43,2,28
2010,"11","ensemble des medecins generalistes",766,106,650,33,7,43,2,28
2010,"11","ensemble des medecins specialistes hors generalistes",538,75,650,33,7,43,2,28
2010,"11","gynecologues medicaux et obstetriciens",44,14.1,650,33,7,43,2,28
2010,"11","hepato gastro enterologues",20,2.8,650,33,7,43,2,28
2010,"11","infirmiers",1341,186,650,33,7,43,2,28
2010,"11","masseurs kinesitherapeutes",641,90,650,33,7,43,2,28
2010,"11","medecins generalistes a expertise particuliere mep",66,9.2,650,33,7,43,2,28
2010,"11","medecins generalistes hors medecins a expertise particuliere mep",700,97,650,33,7,43,2,28
2010,"11","medecins pathologistes",10,1.39,650,33,7,43,2,28
2010,"11","nephrologues",6,0.83,650,33,7,43,2,28
2010,"11","neurologues",8,1.11,650,33,7,43,2,28
2010,"11","ophtalmologues",52,7.2,650,33,7,43,2,28
2010,"11","orthophonistes",124,17,650,33,7,43,2,28
2010,"11","orthoptistes",18,2.5,650,33,7,43,2,28
2010,"11","oto rhino laryngologistes",14,1.9,650,33,7,43,2,28
2010,"11","pediatres",26,21.2,650,33,7,43,2,28
2010,"11","pedicures podologues",104,14,650,33,7,43,2,28
2010,"11","pneumologues",14,1.9,650,33,7,43,2,28
2010,"11","psychiatres",36,5,650,33,7,43,2,28
2010,"11","radiologues",78,10.8,650,33,7,43,2,28
2010,"11","radiotherapeutes",2,0.28,650,33,7,43,2,28
2010,"11","rhumatologues",24,3.3,650,33,7,43,2,28
2010,"11","sages femmes",38,26.1,650,33,7,43,2,28
2010,"11","stomatologues",12,1.67,650,33,7,43,2,28
2010,"12","anesthesistes reanimateurs",14,2.5,666,34,7,62,1,32
2010,"12","autres medecins",12,2.2,666,34,7,62,1,32
2010,"12","cardiologues",34,6.2,666,34,7,62,1,32
2010,"12","chirurgiens",34,6.2,666,34,7,62,1,32
2010,"12","chirurgiens dentistes hors specialistes d orthopedie dento faciale odf",309,56,666,34,7,62,1,32
2010,"12","chirurgiens dentistes specialistes d orthopedie dento faciale odf",10,1.8,666,34,7,62,1,32
2010,"12","dermatologues",16,2.9,666,34,7,62,1,32
2010,"12","endocrinologues",8,1.45,666,34,7,62,1,32
2010,"12","ensemble des auxiliaires medicaux",1686,307,666,34,7,62,1,32
2010,"12","ensemble des chirurgiens dentistes",319,58,666,34,7,62,1,32
2010,"12","ensemble des medecins",854,155,666,34,7,62,1,32
2010,"12","ensemble des medecins generalistes",512,93,666,34,7,62,1,32
2010,"12","ensemble des medecins specialistes hors generalistes",342,62,666,34,7,62,1,32
2010,"12","gynecologues medicaux et obstetriciens",38,15.9,666,34,7,62,1,32
2010,"12","hepato gastro enterologues",14,2.5,666,34,7,62,1,32
2010,"12","infirmiers",1028,187,666,34,7,62,1,32
2010,"12","masseurs kinesitherapeutes",462,84,666,34,7,62,1,32
2010,"12","medecins generalistes a expertise particuliere mep",38,6.9,666,34,7,62,1,32
2010,"12","medecins generalistes hors medecins a expertise particuliere mep",474,86,666,34,7,62,1,32
2010,"12","medecins nucleaires",2,0.36,666,34,7,62,1,32
2010,"12","medecins pathologistes",2,0.36,666,34,7,62,1,32
2010,"12","nephrologues",4,0.73,666,34,7,62,1,32
2010,"12","neurologues",6,1.09,666,34,7,62,1,32
2010,"12","ophtalmologues",40,7.3,666,34,7,62,1,32
2010,"12","orthophonistes",98,18,666,34,7,62,1,32
